BW    288 #MHz
FRES  1 #MHz
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 1000
NORM_FRB 1000
TOBS 96.65 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 933   545.3  35    460.3  0.388    26.9    3.0 
FRB 934   369.4  35    284.4  0.010    10.7    1.0 
FRB 935   168.6  35     83.6  0.003    29.4    2.0 
FRB 936  1013.5  35    928.5  1.012    13.2    2.0 
FRB 937   254.8  35    169.8  0.184    14.9    3.0 
FRB 938  1715.0  35   1630.0  2.012    12.1    2.0 
FRB 939  2046.3  35   1961.3  1.186    13.0    0.0 
FRB 940   194.4  35    109.4  0.031    35.6    2.0 
FRB 941   235.0  35    150.0  0.218   149.4    3.0 
FRB 942   636.0  35    551.0  0.467    12.9    3.0 
FRB 943   260.7  35    175.7  0.118    15.2    3.0 
FRB 944   923.6  35    838.6  0.803    18.1    3.0 
FRB 945   913.5  35    828.5  1.208    24.7    1.0 
FRB 946   200.0  35    115.0  0.155    11.0    3.0 
FRB 947   363.2  35    278.2  0.386    12.0    3.0 
FRB 948   324.1  35    239.1  0.178    22.7    1.0 
FRB 949   497.9  35    412.9  0.549    24.1    3.0 
FRB 950   464.8  35    379.8  0.503    10.6    4.0 
FRB 951   897.2  35    812.2  0.893    19.2    3.0 
FRB 952   243.3  35    158.3  0.111    12.5    2.0 
FRB 953   340.6  35    255.6  0.173     9.9    2.0 
FRB 954   239.4  35    154.4  0.240    11.0    3.0 
FRB 955   672.0  35    587.0  0.618    12.1    3.0 
FRB 956   918.3  35    833.3  0.450    19.9    3.0 
FRB 957   351.4  35    266.4  0.394    27.7    3.0 
FRB 958   865.6  35    780.6  1.064    10.3    0.0 
FRB 959  1634.9  35   1549.9  1.946    15.9    3.0 
FRB 960   375.6  35    290.6  0.255     9.6    1.0 
FRB 961  1282.2  35   1197.2  1.503    12.7    3.0 
FRB 962   810.4  35    725.4  0.109    22.6    3.0 
FRB 963  1615.8  35   1530.8  0.363    14.0    4.0 
FRB 964   410.2  35    325.2  0.229    14.9    2.0 
FRB 965   322.5  35    237.5  0.171    37.2    4.0 
FRB 966   807.4  35    722.4  0.926    20.6    3.0 
FRB 967   809.0  35    724.0  0.973    15.2    3.0 
FRB 968   200.8  35    115.8  0.017    40.9    1.0 
FRB 969   624.5  35    539.5  0.608    29.0    3.0 
FRB 970   765.5  35    680.5  0.903    27.9    3.0 
FRB 971   723.4  35    638.4  0.748    18.6    2.0 
FRB 972  1077.4  35    992.4  0.677    17.1    2.0 
FRB 973   817.6  35    732.6  0.672    11.1    4.0 
FRB 974  1497.4  35   1412.4  1.515    10.0    4.0 
FRB 975   569.8  35    484.8  0.124    57.6    3.0 
FRB 976   510.3  35    425.3  0.480    33.4    2.0 
FRB 977   452.5  35    367.5  0.265    10.3    4.0 
FRB 978   975.6  35    890.6  1.173    11.2    3.0 
FRB 979   496.8  35    411.8  0.375    55.7    1.0 
FRB 980   199.7  35    114.7  0.038     9.9    3.0 
FRB 981   806.6  35    721.6  0.794    14.6    2.0 
FRB 982   642.3  35    557.3  0.439    13.4    3.0 
FRB 983   959.5  35    874.5  0.787    16.6    0.0 
FRB 984   396.7  35    311.7  0.330    21.8    3.0 
FRB 985   142.1  35     57.1  0.043    21.8    3.0 
FRB 986   376.1  35    291.1  0.219    19.0    1.0 
FRB 987  1077.2  35    992.2  1.389    35.2    1.0 
FRB 988   632.7  35    547.7  0.475    11.9    0.0 
FRB 989   330.1  35    245.1  0.163    11.7    3.0 
FRB 990   247.1  35    162.1  0.152    18.0    3.0 
FRB 991   140.6  35     55.6  0.019    20.3    3.0 
FRB 992   578.6  35    493.6  0.301    53.0    1.0 
FRB 993   230.2  35    145.2  0.125    10.1    2.0 
FRB 994   420.1  35    335.1  0.135    18.6    3.0 
FRB 995   579.4  35    494.4  0.360    14.9    1.0 
FRB 996  1031.4  35    946.4  1.190    14.7    2.0 
FRB 997   391.9  35    306.9  0.147    20.3    5.0 
FRB 998   341.4  35    256.4  0.267    79.0    1.0 
FRB 999   442.7  35    357.7  0.433    14.0    3.0 
