BW    336 #MHz
FRES  1 #MHz
NFRB 10000 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
THRESH 4.4 #Jy ms to a 1 ms burst, very basic. Likely higher
SNRTHRESH 9 # signal-to-noise threshold: scales jy ms to snr
KEY ID 		DM   DMG DMEG	Z       SNR     w
FRB 4321   283.5  35    198.5  0.128    88.5    2.0
FRB 4322   467.0  35    382.0  0.497     9.6    3.0
FRB 4323   769.2  35    684.2  0.024    10.7    1.0
FRB 4324   740.4  35    655.4  0.045    10.4    3.0
FRB 4325   714.2  35    629.2  0.169    13.6    3.0
FRB 4326   359.1  35    274.1  0.364    10.4    4.0
FRB 4327   338.5  35    253.5  0.332     9.4    2.0
FRB 4328   207.4  35    122.4  0.114    11.4    3.0
FRB 4329   181.1  35     96.1  0.013    40.5    4.0
FRB 4330   583.0  35    498.0  0.226     9.1    4.0
FRB 4331   258.6  35    173.6  0.087    19.8    2.0
FRB 4332   432.5  35    347.5  0.384    13.7    3.0
FRB 4333   312.6  35    227.6  0.299    11.4    3.0
FRB 4334   246.1  35    161.1  0.037    13.0    3.0
FRB 4335   542.3  35    457.3  0.288    25.5    3.0
FRB 4336   491.1  35    406.1  0.187    23.9    3.0
FRB 4337   309.1  35    224.1  0.061    10.5    2.0
FRB 4338   395.3  35    310.3  0.240    69.2    1.0
FRB 4339   235.4  35    150.4  0.140    13.6    1.0
FRB 4340   236.6  35    151.6  0.040    12.6    4.0
FRB 4341   575.1  35    490.1  0.449     9.1    4.0
FRB 4342   348.5  35    263.5  0.246   124.9    2.0
FRB 4343  1087.6  35   1002.6  0.201    27.8    2.0
FRB 4344   526.0  35    441.0  0.287     9.9    2.0
FRB 4345   142.8  35     57.8  0.010    73.1    2.0
FRB 4346   335.1  35    250.1  0.153    11.9    2.0
FRB 4347   632.0  35    547.0  0.070    14.8    4.0
FRB 4348   483.1  35    398.1  0.072    24.9    4.0
FRB 4349   588.6  35    503.6  0.141     9.2    2.0
FRB 4350   367.9  35    282.9  0.084    74.3    3.0
FRB 4351   308.2  35    223.2  0.216    12.5    5.0
FRB 4352   843.8  35    758.8  0.347    10.2    2.0
FRB 4353   378.4  35    293.4  0.385    31.2    2.0
FRB 4354   414.0  35    329.0  0.362    12.5    2.0
FRB 4355   349.3  35    264.3  0.097    31.6    4.0
FRB 4356   410.0  35    325.0  0.094    17.3    2.0
FRB 4357   306.5  35    221.5  0.131    10.6    3.0
FRB 4358   381.1  35    296.1  0.156    11.5    2.0
FRB 4359  1525.0  35   1440.0  0.023    24.0    4.0
FRB 4360   608.4  35    523.4  0.582    10.8    1.0
FRB 4361   240.2  35    155.2  0.113    29.3    2.0
FRB 4362   386.0  35    301.0  0.388    16.1    3.0
FRB 4363   588.0  35    503.0  0.005    10.3    3.0
FRB 4364  1021.6  35    936.6  0.399    14.9    2.0
FRB 4365   365.4  35    280.4  0.016    10.3    2.0
FRB 4366   282.0  35    197.0  0.111    14.4    3.0
FRB 4367   138.3  35     53.3  0.068    23.7    2.0
FRB 4368   490.6  35    405.6  0.184    21.0    2.0
FRB 4369   409.0  35    324.0  0.057    21.0    1.0
FRB 4370   406.7  35    321.7  0.341     9.4    2.0
FRB 4371   529.2  35    444.2  0.473     9.5    3.0
FRB 4372   203.0  35    118.0  0.102    17.5    3.0
FRB 4373   405.2  35    320.2  0.156    14.0    1.0
FRB 4374   571.7  35    486.7  0.726    18.6    2.0
FRB 4375   388.0  35    303.0  0.105     9.3    3.0
FRB 4376   272.4  35    187.4  0.011    92.2    4.0
FRB 4377   185.5  35    100.5  0.128   107.8    2.0
FRB 4378  1252.9  35   1167.9  0.490    28.4    2.0
FRB 4379   505.7  35    420.7  0.371    10.6    0.0
FRB 4380   335.7  35    250.7  0.183    13.1    4.0
FRB 4381   512.6  35    427.6  0.581     9.7    2.0
FRB 4382   439.8  35    354.8  0.176    20.0    2.0
FRB 4383   639.5  35    554.5  0.165    76.2    2.0
FRB 4384   239.0  35    154.0  0.228    10.1    4.0
FRB 4385   447.4  35    362.4  0.495    26.9    2.0
FRB 4386   566.2  35    481.2  0.453    23.2    3.0
FRB 4387   776.0  35    691.0  0.403    13.4    0.0
FRB 4388   429.9  35    344.9  0.463    15.9    2.0
FRB 4389   901.7  35    816.7  0.147    11.5    3.0
FRB 4390   633.5  35    548.5  0.388    18.2    3.0
FRB 4391   441.9  35    356.9  0.315    11.0    2.0
FRB 4392   514.1  35    429.1  0.253    28.4    2.0
FRB 4393   417.6  35    332.6  0.557    22.6    2.0
FRB 4394  1223.5  35   1138.5  0.267    15.3    2.0
FRB 4395   360.4  35    275.4  0.373    20.3    3.0
FRB 4396   157.9  35     72.9  0.037    20.5    2.0
FRB 4397   246.3  35    161.3  0.072    16.2    1.0
FRB 4398   368.0  35    283.0  0.164    18.1    1.0
FRB 4399  1799.4  35   1714.4  0.014    23.8    4.0
FRB 4400   289.9  35    204.9  0.243    15.7    1.0
FRB 4401   223.1  35    138.1  0.178    62.9    3.0
FRB 4402   130.9  35     45.9  0.008    10.9    1.0
FRB 4403   638.0  35    553.0  0.204    27.0    1.0
FRB 4404   387.0  35    302.0  0.149    10.3    3.0
FRB 4405   410.5  35    325.5  0.384     9.4    3.0
FRB 4406   208.4  35    123.4  0.024    31.1    2.0
FRB 4407   397.3  35    312.3  0.087    13.0    2.0
FRB 4408   406.9  35    321.9  0.112    23.6    1.0
FRB 4409   181.8  35     96.8  0.115    12.3    2.0
FRB 4410   636.7  35    551.7  0.559    12.9    3.0
FRB 4411   578.5  35    493.5  0.092    15.7    1.0
FRB 4412   684.3  35    599.3  0.544    13.5    2.0
FRB 4413   231.5  35    146.5  0.213    10.5    1.0
FRB 4414   872.3  35    787.3  0.216    77.9    1.0
FRB 4415   723.8  35    638.8  0.783     9.2    1.0
FRB 4416   461.1  35    376.1  0.350    49.1    2.0
FRB 4417   864.0  35    779.0  0.252    22.3    2.0
FRB 4418  1585.5  35   1500.5  0.084    20.7    5.0
FRB 4419   291.1  35    206.1  0.228    12.5    1.0
FRB 4420   755.7  35    670.7  0.025    16.9    4.0
FRB 4421   176.3  35     91.3  0.016    30.4    2.0
FRB 4422   521.0  35    436.0  0.074   169.3    3.0
FRB 4423   496.6  35    411.6  0.462    12.1    2.0
FRB 4424   642.2  35    557.2  0.494    12.2    2.0
FRB 4425   226.0  35    141.0  0.208    11.6    2.0
FRB 4426   583.9  35    498.9  0.661    13.8    2.0
FRB 4427   387.6  35    302.6  0.279    14.9    3.0
FRB 4428   303.2  35    218.2  0.180    46.8    4.0
FRB 4429   318.1  35    233.1  0.329    11.6    2.0
FRB 4430   244.6  35    159.6  0.142     9.2    1.0
FRB 4431   686.2  35    601.2  0.608    10.6    3.0
FRB 4432   163.5  35     78.5  0.039    32.9    3.0
FRB 4433   315.3  35    230.3  0.267    15.9    4.0
FRB 4434   507.1  35    422.1  0.577    10.7    2.0
FRB 4435   205.3  35    120.3  0.038    45.9    2.0
FRB 4436  1126.3  35   1041.3  0.074    10.6    2.0
FRB 4437   442.9  35    357.9  0.426    14.8    1.0
FRB 4438   542.1  35    457.1  0.186    13.7    2.0
FRB 4439   632.2  35    547.2  0.227    10.8    2.0
FRB 4440   357.3  35    272.3  0.165    22.0    1.0
FRB 4441   214.3  35    129.3  0.084    11.1    3.0
FRB 4442   963.7  35    878.7  0.134    46.4    2.0
FRB 4443   383.0  35    298.0  0.048    39.1    3.0
FRB 4444   296.4  35    211.4  0.129    18.5    2.0
FRB 4445   350.1  35    265.1  0.390    13.3    3.0
FRB 4446   143.1  35     58.1  0.017    19.0    2.0
FRB 4447   171.1  35     86.1  0.157     9.6    1.0
FRB 4448   681.2  35    596.2  0.328    15.9    3.0
FRB 4449   295.2  35    210.2  0.189    12.8    4.0
FRB 4450   148.2  35     63.2  0.005    10.7    2.0
FRB 4451   662.0  35    577.0  0.722    36.2    1.0
FRB 4452   454.5  35    369.5  0.241    10.0    0.0
FRB 4453   146.2  35     61.2  0.022    50.4    2.0
FRB 4454   367.8  35    282.8  0.177    11.1    2.0
FRB 4455   233.9  35    148.9  0.078    12.0    4.0
FRB 4456   266.0  35    181.0  0.127    10.0    3.0
FRB 4457   318.1  35    233.1  0.141    20.2    4.0
FRB 4458   421.4  35    336.4  0.203    10.4    5.0
FRB 4459   305.5  35    220.5  0.276    14.6    5.0
FRB 4460   438.5  35    353.5  0.222   134.2    3.0
FRB 4461   531.1  35    446.1  0.510    16.5    1.0
FRB 4462   238.6  35    153.6  0.072    26.8    2.0
FRB 4463   217.0  35    132.0  0.184    13.6    2.0
FRB 4464   860.4  35    775.4  0.247    10.4    2.0
FRB 4465   530.0  35    445.0  0.121    72.2    3.0
FRB 4466   214.5  35    129.5  0.086    23.6    3.0
FRB 4467   388.1  35    303.1  0.439    10.9    3.0
FRB 4468   203.9  35    118.9  0.080    12.4    1.0
FRB 4469  1185.9  35   1100.9  0.191    12.0    5.0
FRB 4470   362.4  35    277.4  0.349    10.7    2.0
FRB 4471   546.9  35    461.9  0.271    14.9    4.0
FRB 4472   702.3  35    617.3  0.045     9.1    3.0
FRB 4473   858.0  35    773.0  0.059    54.3    4.0
FRB 4474   296.7  35    211.7  0.069    24.5    2.0
FRB 4475   404.0  35    319.0  0.405    15.6    2.0
FRB 4476   633.4  35    548.4  0.127     9.3    3.0
FRB 4477   472.3  35    387.3  0.251    17.0    2.0
FRB 4478   458.4  35    373.4  0.366    12.4    0.0
FRB 4479   226.3  35    141.3  0.132    20.3    4.0
FRB 4480   264.7  35    179.7  0.287    11.3    3.0
FRB 4481   213.6  35    128.6  0.027    38.8    2.0
FRB 4482   293.2  35    208.2  0.123     9.8    2.0
FRB 4483   310.4  35    225.4  0.064    86.8    3.0
FRB 4484   200.5  35    115.5  0.001    14.3    1.0
FRB 4485   861.3  35    776.3  0.073     9.1    4.0
FRB 4486   775.7  35    690.7  0.225    32.7    2.0
FRB 4487   336.8  35    251.8  0.306    13.5    3.0
FRB 4488   310.8  35    225.8  0.034    10.0    2.0
FRB 4489   155.8  35     70.8  0.052    12.7    2.0
FRB 4490   570.4  35    485.4  0.521    10.7    3.0
FRB 4491   408.0  35    323.0  0.436    11.2    2.0
FRB 4492   160.0  35     75.0  0.041   298.0    3.0
FRB 4493   412.9  35    327.9  0.441    43.7    3.0
FRB 4494   224.1  35    139.1  0.102    19.8    4.0
FRB 4495   270.6  35    185.6  0.122    16.5    2.0
FRB 4496   156.1  35     71.1  0.008    10.1    2.0
FRB 4497   374.1  35    289.1  0.232     9.1    2.0
FRB 4498   482.5  35    397.5  0.425    24.8    2.0
FRB 4499   162.5  35     77.5  0.037    35.2    2.0
FRB 4500   485.7  35    400.7  0.429    14.8    3.0
FRB 4501   414.4  35    329.4  0.360    11.8    2.0
FRB 4502  1111.6  35   1026.6  0.098    25.0    3.0
FRB 4503   198.8  35    113.8  0.042    39.5    2.0
FRB 4504   386.0  35    301.0  0.272    12.1    4.0
FRB 4505   180.9  35     95.9  0.010    15.1    0.0
FRB 4506   270.7  35    185.7  0.195    15.5    0.0
FRB 4507   373.4  35    288.4  0.086    63.9    2.0
FRB 4508   143.3  35     58.3  0.030    14.7    4.0
FRB 4509   330.7  35    245.7  0.344    17.8    3.0
FRB 4510   296.7  35    211.7  0.277    10.2    1.0
FRB 4511   861.3  35    776.3  0.001   1218.7    2.0
FRB 4512   414.2  35    329.2  0.338    33.3    1.0
FRB 4513   261.3  35    176.3  0.256    12.8    2.0
FRB 4514   403.1  35    318.1  0.086    35.9    2.0
FRB 4515  1411.4  35   1326.4  0.522    12.3    2.0
FRB 4516   355.9  35    270.9  0.330    47.3    2.0
FRB 4517   590.6  35    505.6  0.372    27.3    3.0
FRB 4518   492.0  35    407.0  0.611    24.8    3.0
FRB 4519   446.0  35    361.0  0.116    12.1    5.0
FRB 4520   297.1  35    212.1  0.269    14.8    4.0
FRB 4521   561.8  35    476.8  0.676    12.4    2.0
FRB 4522   277.4  35    192.4  0.137    32.6    2.0
FRB 4523   190.4  35    105.4  0.151    11.4    3.0
FRB 4524   446.6  35    361.6  0.221    11.3    2.0
FRB 4525   336.4  35    251.4  0.050    10.1    2.0
FRB 4526   361.1  35    276.1  0.144    30.4    2.0
FRB 4527   336.9  35    251.9  0.302    12.2    2.0
FRB 4528   420.9  35    335.9  0.354    11.3    2.0
FRB 4529   179.1  35     94.1  0.135    11.1    2.0
FRB 4530   226.1  35    141.1  0.033    28.8    3.0
FRB 4531   361.0  35    276.0  0.221    10.5    2.0
FRB 4532   220.7  35    135.7  0.133    32.1    1.0
FRB 4533   290.5  35    205.5  0.308    19.9    3.0
FRB 4534   513.0  35    428.0  0.424    10.4    2.0
FRB 4535   339.7  35    254.7  0.049    12.2    0.0
FRB 4536   202.2  35    117.2  0.077    10.1    2.0
FRB 4537   258.3  35    173.3  0.241    11.5    1.0
FRB 4538   328.1  35    243.1  0.265    14.0    3.0
FRB 4539   636.2  35    551.2  0.312    10.7    1.0
FRB 4540   387.7  35    302.7  0.331    12.0    3.0
FRB 4541   465.2  35    380.2  0.103    11.8    2.0
FRB 4542   136.9  35     51.9  0.041    10.3    5.0
FRB 4543   150.4  35     65.4  0.008    13.6    3.0
FRB 4544   366.4  35    281.4  0.210    11.0    1.0
FRB 4545   307.1  35    222.1  0.039    13.0    2.0
FRB 4546   264.8  35    179.8  0.185    18.8    2.0
FRB 4547   669.2  35    584.2  0.506    21.9    3.0
FRB 4548   441.0  35    356.0  0.483    18.2    2.0
FRB 4549   359.3  35    274.3  0.198    15.8    2.0
FRB 4550  1083.1  35    998.1  0.330     9.7    1.0
FRB 4551   438.5  35    353.5  0.320    21.5    1.0
FRB 4552   141.5  35     56.5  0.009    27.0    2.0
FRB 4553   477.7  35    392.7  0.037    20.3    1.0
FRB 4554   572.6  35    487.6  0.076    30.7    1.0
FRB 4555   538.4  35    453.4  0.325    16.5    3.0
FRB 4556   460.7  35    375.7  0.235     9.8    0.0
FRB 4557   430.1  35    345.1  0.227    10.1    3.0
FRB 4558   168.9  35     83.9  0.065    35.7    2.0
FRB 4559   370.5  35    285.5  0.300    30.3    2.0
FRB 4560   283.7  35    198.7  0.010    70.4    2.0
FRB 4561   718.9  35    633.9  0.246    25.6    3.0
FRB 4562   292.2  35    207.2  0.020    43.8    3.0
FRB 4563   389.8  35    304.8  0.341    13.7    3.0
FRB 4564   339.8  35    254.8  0.289    11.9    2.0
FRB 4565   414.4  35    329.4  0.232     9.2    3.0
FRB 4566   848.0  35    763.0  0.196    33.1    4.0
FRB 4567   319.2  35    234.2  0.314     9.2    2.0
FRB 4568   294.3  35    209.3  0.110    12.7    3.0
FRB 4569   497.4  35    412.4  0.560    11.3    2.0
FRB 4570   416.0  35    331.0  0.072    88.9    1.0
FRB 4571   544.0  35    459.0  0.160     9.0    3.0
FRB 4572   435.2  35    350.2  0.104    19.6    3.0
FRB 4573   195.4  35    110.4  0.012    10.2    2.0
FRB 4574   135.4  35     50.4  0.012    28.1    2.0
FRB 4575   752.8  35    667.8  0.423    10.4    4.0
FRB 4576   663.6  35    578.6  0.229     9.6    3.0
FRB 4577   380.9  35    295.9  0.193     9.5    3.0
FRB 4578   493.7  35    408.7  0.055    11.0    4.0
FRB 4579   230.2  35    145.2  0.058    12.5    5.0
FRB 4580   138.2  35     53.2  0.059    17.2    2.0
FRB 4581   515.0  35    430.0  0.459    13.6    1.0
FRB 4582   530.1  35    445.1  0.500    18.2    2.0
FRB 4583   460.3  35    375.3  0.477    11.3    3.0
FRB 4584   762.1  35    677.1  0.500    12.1    3.0
FRB 4585   555.8  35    470.8  0.008    15.4    1.0
FRB 4586   195.9  35    110.9  0.023    10.1    1.0
FRB 4587   677.2  35    592.2  0.293    11.7    3.0
FRB 4588   251.9  35    166.9  0.146    10.0    1.0
FRB 4589   395.3  35    310.3  0.174     9.3    3.0
FRB 4590   361.0  35    276.0  0.317    21.2    2.0
FRB 4591   498.3  35    413.3  0.491    10.7    3.0
FRB 4592   530.8  35    445.8  0.430    20.2    1.0
FRB 4593   235.4  35    150.4  0.047    31.0    2.0
FRB 4594   249.3  35    164.3  0.025    47.9    5.0
FRB 4595   682.2  35    597.2  0.302    20.8    4.0
FRB 4596   133.6  35     48.6  0.060    18.3    2.0
FRB 4597   572.5  35    487.5  0.099    16.3    2.0
FRB 4598   609.0  35    524.0  0.766    18.9    1.0
FRB 4599   239.5  35    154.5  0.099    11.7    3.0
FRB 4600   346.9  35    261.9  0.409    19.1    2.0
FRB 4601   566.9  35    481.9  0.653    34.2    2.0
FRB 4602   141.4  35     56.4  0.028    10.1    3.0
FRB 4603   813.2  35    728.2  0.148     9.8    3.0
FRB 4604   385.0  35    300.0  0.424    20.9    2.0
FRB 4605   449.8  35    364.8  0.341     9.4    2.0
FRB 4606   530.4  35    445.4  0.354    66.2    3.0
FRB 4607   731.0  35    646.0  0.214    12.6    2.0
FRB 4608   587.5  35    502.5  0.575    13.0    1.0
FRB 4609   876.4  35    791.4  0.371     9.2    1.0
FRB 4610   247.2  35    162.2  0.195    25.5    5.0
FRB 4611   260.9  35    175.9  0.072    17.8    3.0
FRB 4612   199.7  35    114.7  0.061    10.8    3.0
FRB 4613   441.9  35    356.9  0.173    11.6    3.0
FRB 4614   296.8  35    211.8  0.134    53.1    3.0
FRB 4615   365.3  35    280.3  0.215    34.3    4.0
FRB 4616   504.7  35    419.7  0.110    54.7    3.0
FRB 4617   657.3  35    572.3  0.211    11.5    3.0
FRB 4618   330.5  35    245.5  0.098    21.9    2.0
FRB 4619   199.2  35    114.2  0.058    17.1    3.0
FRB 4620   276.3  35    191.3  0.273    41.4    2.0
FRB 4621   544.5  35    459.5  0.477    16.1    0.0
FRB 4622   537.2  35    452.2  0.358    13.4    2.0
FRB 4623  1003.2  35    918.2  0.543     9.8    3.0
FRB 4624   256.2  35    171.2  0.248    17.8    2.0
FRB 4625   333.7  35    248.7  0.093    31.6    3.0
FRB 4626   398.3  35    313.3  0.279    21.3    2.0
FRB 4627   231.3  35    146.3  0.090    12.8    4.0
FRB 4628   752.1  35    667.1  0.546    14.6    2.0
FRB 4629   208.5  35    123.5  0.107    40.0    2.0
FRB 4630   388.5  35    303.5  0.512    23.6    2.0
FRB 4631   261.2  35    176.2  0.008    14.3    4.0
FRB 4632   324.0  35    239.0  0.157    23.8    0.0
FRB 4633   520.9  35    435.9  0.503    12.7    2.0
FRB 4634   520.7  35    435.7  0.482     9.6    1.0
FRB 4635   194.4  35    109.4  0.047    19.9    2.0
FRB 4636   258.6  35    173.6  0.155    10.1    2.0
FRB 4637   884.5  35    799.5  0.394    11.8    3.0
FRB 4638   547.6  35    462.6  0.534    13.2    3.0
FRB 4639   516.8  35    431.8  0.368     9.0    3.0
FRB 4640   287.8  35    202.8  0.266    13.1    2.0
FRB 4641   481.4  35    396.4  0.174    17.1    4.0
FRB 4642   684.8  35    599.8  0.540    11.7    2.0
FRB 4643   410.4  35    325.4  0.287    16.9    1.0
FRB 4644   341.0  35    256.0  0.264    30.2    2.0
FRB 4645   132.6  35     47.6  0.007    12.5    1.0
FRB 4646   490.1  35    405.1  0.196    11.5    3.0
FRB 4647   413.9  35    328.9  0.169    13.7    3.0
FRB 4648   327.7  35    242.7  0.168    15.7    2.0
FRB 4649   353.6  35    268.6  0.277    19.1    3.0
FRB 4650   187.5  35    102.5  0.116   118.8    5.0
FRB 4651   641.4  35    556.4  0.432     9.0    3.0
FRB 4652   638.6  35    553.6  0.076    62.9    5.0
FRB 4653   607.4  35    522.4  0.033    20.9    4.0
FRB 4654   453.7  35    368.7  0.536    13.4    2.0
FRB 4655   222.7  35    137.7  0.075    26.7    4.0
FRB 4656   409.7  35    324.7  0.152   102.8    3.0
FRB 4657   223.1  35    138.1  0.116    98.0    3.0
FRB 4658   538.3  35    453.3  0.253    23.6    3.0
FRB 4659   547.4  35    462.4  0.581     9.8    3.0
FRB 4660   254.4  35    169.4  0.136    11.8    3.0
FRB 4661   635.4  35    550.4  0.612    10.6    1.0
FRB 4662   934.9  35    849.9  0.526    10.1    1.0
FRB 4663   120.2  35     35.2  0.019    14.0    0.0
FRB 4664   367.2  35    282.2  0.219   209.5    3.0
FRB 4665   460.8  35    375.8  0.353    13.9    2.0
FRB 4666   146.4  35     61.4  0.080    15.8    2.0
FRB 4667   290.9  35    205.9  0.140    14.4    3.0
FRB 4668   457.5  35    372.5  0.279    14.9    3.0
FRB 4669   235.8  35    150.8  0.067    17.9    2.0
FRB 4670   360.9  35    275.9  0.204    14.0    2.0
FRB 4671   247.5  35    162.5  0.188    48.0    2.0
FRB 4672   301.0  35    216.0  0.239    18.0    3.0
FRB 4673   399.1  35    314.1  0.315    21.6    3.0
FRB 4674   158.5  35     73.5  0.082    50.3    3.0
FRB 4675   307.2  35    222.2  0.269    17.0    2.0
FRB 4676   518.3  35    433.3  0.067    10.4    3.0
FRB 4677   299.3  35    214.3  0.232     9.7    1.0
FRB 4678   499.1  35    414.1  0.151    21.8    2.0
FRB 4679   197.2  35    112.2  0.047     9.8    2.0
FRB 4680   274.4  35    189.4  0.126    12.6    3.0
FRB 4681   632.2  35    547.2  0.618    13.9    2.0
FRB 4682   140.9  35     55.9  0.050    14.0    2.0
FRB 4683   690.8  35    605.8  0.533    48.9    2.0
FRB 4684   173.1  35     88.1  0.057    20.4    4.0
FRB 4685   178.3  35     93.3  0.106    15.9    2.0
FRB 4686   225.5  35    140.5  0.100    48.5    1.0
FRB 4687   195.6  35    110.6  0.079    73.0    3.0
FRB 4688   856.3  35    771.3  0.314    19.9    2.0
FRB 4689   347.8  35    262.8  0.280    13.0    4.0
FRB 4690   375.9  35    290.9  0.108    12.8    4.0
FRB 4691   678.4  35    593.4  0.628    13.6    2.0
FRB 4692   280.7  35    195.7  0.221    12.8    3.0
FRB 4693   129.1  35     44.1  0.013    22.9    5.0
FRB 4694   168.3  35     83.3  0.010    54.3    2.0
FRB 4695   733.0  35    648.0  0.614    13.2    2.0
FRB 4696   438.4  35    353.4  0.499    14.7    3.0
FRB 4697   599.6  35    514.6  0.320    29.8    4.0
FRB 4698   146.2  35     61.2  0.033   153.2    1.0
FRB 4699   174.0  35     89.0  0.113    15.0    1.0
FRB 4700   417.2  35    332.2  0.284    23.0    4.0
FRB 4701   494.4  35    409.4  0.612    14.4    2.0
FRB 4702   553.6  35    468.6  0.263    13.5    3.0
FRB 4703   402.1  35    317.1  0.280    14.4    3.0
FRB 4704   423.5  35    338.5  0.039    16.8    1.0
FRB 4705   283.4  35    198.4  0.296    15.1    1.0
FRB 4706   273.5  35    188.5  0.172    33.0    4.0
FRB 4707   392.5  35    307.5  0.004    12.0    3.0
FRB 4708   565.1  35    480.1  0.493    28.8    1.0
FRB 4709   476.1  35    391.1  0.101     9.5    1.0
FRB 4710   145.5  35     60.5  0.054    17.0    2.0
FRB 4711   608.2  35    523.2  0.011    10.4    3.0
FRB 4712   577.4  35    492.4  0.602    10.1    2.0
FRB 4713   593.7  35    508.7  0.291    12.5    2.0
FRB 4714   435.3  35    350.3  0.194    18.3    3.0
FRB 4715   708.0  35    623.0  0.246    15.2    1.0
FRB 4716   304.8  35    219.8  0.052    12.3    2.0
FRB 4717  1055.3  35    970.3  0.101    87.2    4.0
FRB 4718   317.9  35    232.9  0.319    43.0    3.0
FRB 4719  1495.4  35   1410.4  0.511    13.1    3.0
FRB 4720   271.9  35    186.9  0.120    22.3    1.0
FRB 4721   433.3  35    348.3  0.365    23.6    1.0
FRB 4722   371.4  35    286.4  0.186     9.8    2.0
FRB 4723   441.0  35    356.0  0.073    11.8    3.0
FRB 4724   396.6  35    311.6  0.353     9.1    3.0
FRB 4725   739.6  35    654.6  0.493    14.5    0.0
FRB 4726   366.0  35    281.0  0.165    15.4    6.0
FRB 4727   161.3  35     76.3  0.061    73.6    2.0
FRB 4728   253.2  35    168.2  0.065    47.6    3.0
FRB 4729   300.7  35    215.7  0.108    19.9    2.0
FRB 4730   763.2  35    678.2  0.497    16.6    2.0
FRB 4731   128.3  35     43.3  0.006    10.1    4.0
FRB 4732   428.4  35    343.4  0.489    35.7    2.0
FRB 4733   478.4  35    393.4  0.182    19.4    4.0
FRB 4734   217.4  35    132.4  0.190    17.7    3.0
FRB 4735   742.3  35    657.3  0.420    10.3    3.0
FRB 4736   258.4  35    173.4  0.181    35.0    3.0
FRB 4737   585.7  35    500.7  0.278    22.5    3.0
FRB 4738   583.5  35    498.5  0.614     9.2    3.0
FRB 4739   487.2  35    402.2  0.339    11.3    3.0
FRB 4740   224.7  35    139.7  0.085    13.0    1.0
FRB 4741   539.3  35    454.3  0.465     9.8    2.0
FRB 4742   384.8  35    299.8  0.495    25.7    3.0
FRB 4743   656.5  35    571.5  0.307    11.6    3.0
FRB 4744   304.6  35    219.6  0.113    12.5    3.0
FRB 4745   309.9  35    224.9  0.093    32.4    3.0
FRB 4746  1285.6  35   1200.6  0.538     9.7    3.0
FRB 4747   327.6  35    242.6  0.330    22.1    2.0
FRB 4748   244.2  35    159.2  0.006    11.8    2.0
FRB 4749   476.0  35    391.0  0.176    10.7    2.0
FRB 4750   438.2  35    353.2  0.344    10.8    2.0
FRB 4751   392.7  35    307.7  0.352    70.8    3.0
FRB 4752   329.0  35    244.0  0.198    66.5    0.0
FRB 4753   481.5  35    396.5  0.404    15.1    1.0
FRB 4754   141.2  35     56.2  0.028    61.3    4.0
FRB 4755   287.4  35    202.4  0.201    31.9    1.0
FRB 4756   359.0  35    274.0  0.191    14.0    2.0
FRB 4757   236.1  35    151.1  0.049    11.6    2.0
FRB 4758   512.3  35    427.3  0.170    21.4    1.0
FRB 4759   205.2  35    120.2  0.098    10.5    3.0
FRB 4760   797.9  35    712.9  0.098     9.1    2.0
FRB 4761   383.2  35    298.2  0.159    19.6    3.0
FRB 4762   440.4  35    355.4  0.368    11.1    2.0
FRB 4763   386.4  35    301.4  0.073    29.3    2.0
FRB 4764   341.8  35    256.8  0.307    23.5    3.0
FRB 4765   748.3  35    663.3  0.364    16.7    4.0
FRB 4766   655.6  35    570.6  0.093    18.3    2.0
FRB 4767   232.3  35    147.3  0.075   171.8    2.0
FRB 4768  1054.8  35    969.8  0.025    33.2    0.0
FRB 4769   462.7  35    377.7  0.476    15.3    2.0
FRB 4770   452.6  35    367.6  0.343     9.6    2.0
FRB 4771   352.7  35    267.7  0.146    10.8    1.0
FRB 4772   646.0  35    561.0  0.807    24.6    1.0
FRB 4773   347.6  35    262.6  0.134    17.5    1.0
FRB 4774   158.8  35     73.8  0.080    83.0    2.0
FRB 4775   397.4  35    312.4  0.341    10.8    3.0
FRB 4776   288.2  35    203.2  0.177    12.4    4.0
FRB 4777   375.0  35    290.0  0.386    12.1    3.0
FRB 4778   255.4  35    170.4  0.142    89.3    3.0
FRB 4779   490.5  35    405.5  0.486    10.5    2.0
FRB 4780   495.4  35    410.4  0.582    10.7    2.0
FRB 4781   513.4  35    428.4  0.170    10.6    2.0
FRB 4782   352.3  35    267.3  0.258    22.1    0.0
FRB 4783   742.5  35    657.5  0.103    65.8    2.0
FRB 4784   478.3  35    393.3  0.315    11.6    1.0
FRB 4785   267.3  35    182.3  0.260    11.2    3.0
FRB 4786   207.4  35    122.4  0.008    49.8    2.0
FRB 4787   625.4  35    540.4  0.094    20.8    4.0
FRB 4788   398.1  35    313.1  0.127    22.0    0.0
FRB 4789   348.5  35    263.5  0.332     9.2    2.0
FRB 4790   295.8  35    210.8  0.359    16.9    2.0
FRB 4791   831.3  35    746.3  0.339    10.2    4.0
FRB 4792   294.2  35    209.2  0.119    14.2    1.0
FRB 4793   648.3  35    563.3  0.617    10.5    2.0
FRB 4794   529.2  35    444.2  0.356    10.4    2.0
FRB 4795   368.9  35    283.9  0.468    23.5    3.0
