BW    288 #MHz
FRES  1 #MHz
NFRB 1 #Number of FRBs
DIAM 12
NBEAMS 36
BEAM lat50_log #prefix of beam file
FBAR 1320
TRES  1.7 #ms
SNRTHRESH 9.5
NFRB 50
NORM_FRB 50
TOBS 48.325 # days of 100% efficient operation
THRESH 0.99 #Jy ms to 1 ms burst [ 22 Jy ms / 24 antennas *sqrt{336/288} bandwidth factor]
KEY ID 	DM    	DMG     DMEG	Z	SNR	WIDTH
FRB 2278   306.5  35    221.5  0.298   136.1    1.0
FRB 2279   236.4  35    151.4  0.189    12.3    1.0
FRB 2280   478.0  35    393.0  0.497    18.7    3.0
FRB 2281   767.8  35    682.8  0.531    20.4    3.0
FRB 2282   467.2  35    382.2  0.487    51.1    2.0
FRB 2283  1163.4  35   1078.4  1.421    11.5    1.0
FRB 2284  1397.9  35   1312.9  1.634    10.3    0.0
FRB 2285   363.3  35    278.3  0.060    16.2    3.0
FRB 2286   209.6  35    124.6  0.190    50.0    2.0
FRB 2287   568.1  35    483.1  0.401    13.8    3.0
FRB 2288   513.6  35    428.6  0.299    10.8    2.0
FRB 2289   746.7  35    661.7  0.735     9.9    1.0
FRB 2290   248.0  35    163.0  0.148    11.4    2.0
FRB 2291   796.6  35    711.6  0.779    10.1    1.0
FRB 2292   385.5  35    300.5  0.482    20.9    2.0
FRB 2293   985.7  35    900.7  1.007    23.1    2.0
FRB 2294   789.6  35    704.6  0.913    10.6    0.0
FRB 2295   565.8  35    480.8  0.747    30.5    2.0
FRB 2296   216.2  35    131.2  0.003    11.5    1.0
FRB 2297   192.1  35    107.1  0.107   186.0    3.0
FRB 2298   702.5  35    617.5  0.375    27.5    4.0
FRB 2299   775.6  35    690.6  0.720    15.6    4.0
FRB 2300   337.8  35    252.8  0.136    10.9    3.0
FRB 2301   432.1  35    347.1  0.133    14.5    1.0
FRB 2302   347.6  35    262.6  0.279    28.1    3.0
FRB 2303   272.0  35    187.0  0.130    26.4    2.0
FRB 2304   379.1  35    294.1  0.389    11.3    4.0
FRB 2305   745.9  35    660.9  0.552     9.5    2.0
FRB 2306   532.9  35    447.9  0.602    12.6    4.0
FRB 2307   977.6  35    892.6  0.995    21.0    3.0
FRB 2308   466.4  35    381.4  0.408    19.6    2.0
FRB 2309   443.2  35    358.2  0.321    10.7    3.0
FRB 2310  1235.9  35   1150.9  1.332     9.5    3.0
FRB 2311   551.7  35    466.7  0.541    12.6    3.0
FRB 2312   791.1  35    706.1  0.433    34.9    3.0
FRB 2313  1105.9  35   1020.9  0.837    20.0    2.0
FRB 2314   624.0  35    539.0  0.445    63.3    1.0
FRB 2315   568.9  35    483.9  0.014    10.1    2.0
FRB 2316  1182.7  35   1097.7  1.107    14.7    3.0
FRB 2317   488.9  35    403.9  0.281    12.9    2.0
FRB 2318   740.7  35    655.7  0.621    13.4    2.0
FRB 2319   738.9  35    653.9  0.954    11.3    2.0
FRB 2320   714.6  35    629.6  0.076    12.0    3.0
FRB 2321   249.0  35    164.0  0.062    17.5    3.0
FRB 2322   149.9  35     64.9  0.086    54.1    3.0
FRB 2323   375.0  35    290.0  0.095    23.4    2.0
FRB 2324   799.8  35    714.8  0.290    48.8    3.0
FRB 2325   598.4  35    513.4  0.228    24.5    1.0
FRB 2326  1181.3  35   1096.3  1.496    10.4    3.0
FRB 2327   420.6  35    335.6  0.310    64.4    1.0
FRB 2328  1269.5  35   1184.5  0.585    17.2    1.0
FRB 2329   415.5  35    330.5  0.351    11.9    3.0
FRB 2330   295.5  35    210.5  0.080    13.4    4.0
FRB 2331   330.9  35    245.9  0.307    10.9    3.0
FRB 2332   805.5  35    720.5  0.668    14.1    0.0
FRB 2333   948.3  35    863.3  0.300    14.2    2.0
FRB 2334   712.9  35    627.9  0.807    18.9    3.0
FRB 2335   166.7  35     81.7  0.136   265.4    2.0
FRB 2336  1019.2  35    934.2  1.292    20.3    2.0
FRB 2337   553.9  35    468.9  0.571    17.8    0.0
FRB 2338   539.3  35    454.3  0.493    10.2    2.0
FRB 2339   605.3  35    520.3  0.349    68.8    2.0
FRB 2340   285.3  35    200.3  0.147    10.8    3.0
FRB 2341   720.2  35    635.2  0.941    11.7    2.0
FRB 2342   232.1  35    147.1  0.172    29.0    3.0
FRB 2343   371.5  35    286.5  0.449    14.7    1.0
FRB 2344   194.6  35    109.6  0.049    12.2    2.0
FRB 2345  1020.6  35    935.6  0.742    11.6    3.0
FRB 2346   141.3  35     56.3  0.034    24.9    0.0
FRB 2347   395.8  35    310.8  0.407    10.3    3.0
FRB 2348  1051.0  35    966.0  1.293    11.1    3.0
FRB 2349  1063.3  35    978.3  0.945    10.6    2.0
FRB 2350   921.6  35    836.6  1.084    25.5    2.0
FRB 2351   335.7  35    250.7  0.250    13.3    0.0
FRB 2352   495.2  35    410.2  0.350    20.8    2.0
FRB 2353   202.2  35    117.2  0.037    36.5    1.0
FRB 2354   274.5  35    189.5  0.097    19.5    1.0
FRB 2355   419.9  35    334.9  0.339    32.5    2.0
FRB 2356  1118.3  35   1033.3  0.322    28.4    1.0
FRB 2357   338.2  35    253.2  0.164    18.0    3.0
FRB 2358   838.9  35    753.9  1.051     9.6    2.0
FRB 2359   328.6  35    243.6  0.221    50.4    1.0
FRB 2360   455.3  35    370.3  0.297    29.9    2.0
FRB 2361   542.6  35    457.6  0.660    14.4    3.0
FRB 2362   651.6  35    566.6  0.287    10.8    1.0
FRB 2363   596.6  35    511.6  0.484    21.0    2.0
FRB 2364   780.1  35    695.1  0.171   580.0    2.0
FRB 2365  1277.4  35   1192.4  1.602    10.2    2.0
FRB 2366   821.6  35    736.6  0.606    12.2    2.0
FRB 2367  1248.0  35   1163.0  0.493    14.8    4.0
FRB 2368   634.9  35    549.9  0.659    24.4    2.0
FRB 2369  1079.7  35    994.7  0.117    51.3    4.0
FRB 2370  1136.7  35   1051.7  1.267    10.0    3.0
FRB 2371  1325.0  35   1240.0  1.202    12.4    3.0
FRB 2372   911.7  35    826.7  0.873    10.1    3.0
FRB 2373   759.1  35    674.1  0.501    11.9    0.0
FRB 2374   371.6  35    286.6  0.341    18.9    3.0
FRB 2375   450.1  35    365.1  0.395    14.5    2.0
FRB 2376   224.5  35    139.5  0.153    17.4    1.0
FRB 2377   205.2  35    120.2  0.036    15.2    1.0
FRB 2378   359.0  35    274.0  0.239    10.3    5.0
FRB 2379   857.5  35    772.5  1.050    11.1    1.0
FRB 2380   272.8  35    187.8  0.113    20.8    2.0
FRB 2381   571.7  35    486.7  0.430    12.3    4.0
FRB 2382  1492.9  35   1407.9  0.332    17.2    4.0
FRB 2383   216.5  35    131.5  0.171   122.8    1.0
FRB 2384   525.1  35    440.1  0.220    25.8    2.0
FRB 2385   335.7  35    250.7  0.251    14.2    3.0
FRB 2386   383.7  35    298.7  0.165   220.8    3.0
FRB 2387   624.6  35    539.6  0.405     9.9    3.0
FRB 2388   662.2  35    577.2  0.567    11.0    3.0
FRB 2389   537.2  35    452.2  0.731    15.2    2.0
FRB 2390   669.8  35    584.8  0.764    16.2    2.0
FRB 2391   244.2  35    159.2  0.040    17.8    5.0
FRB 2392   600.9  35    515.9  0.531    22.5    0.0
FRB 2393  1018.0  35    933.0  1.118    17.0    3.0
FRB 2394   522.6  35    437.6  0.392    10.8    2.0
FRB 2395   773.8  35    688.8  0.616    10.7    0.0
FRB 2396   576.1  35    491.1  0.037    26.6    3.0
FRB 2397   730.2  35    645.2  0.646    53.2    1.0
FRB 2398  1445.6  35   1360.6  1.444    13.8    2.0
FRB 2399   228.3  35    143.3  0.147    15.0    2.0
FRB 2400   758.6  35    673.6  0.541    21.1    2.0
FRB 2401   406.9  35    321.9  0.457    17.3    2.0
FRB 2402   334.1  35    249.1  0.287    19.1    3.0
FRB 2403   239.8  35    154.8  0.133    28.3    2.0
FRB 2404   220.9  35    135.9  0.050    17.7    2.0
FRB 2405   431.9  35    346.9  0.281    19.7    1.0
FRB 2406   127.5  35     42.5  0.041    35.3    2.0
FRB 2407   649.9  35    564.9  0.770    52.8    1.0
FRB 2408  1708.9  35   1623.9  1.193    10.4    3.0
FRB 2409  1358.6  35   1273.6  1.398    13.4    0.0
FRB 2410   626.3  35    541.3  0.127    25.4    4.0
FRB 2411   666.9  35    581.9  0.409    13.8    3.0
FRB 2412   833.8  35    748.8  0.292    18.1    4.0
FRB 2413   290.5  35    205.5  0.319    11.9    3.0
FRB 2414   683.9  35    598.9  0.538    21.7    4.0
FRB 2415   278.1  35    193.1  0.117    28.8    4.0
FRB 2416  1640.5  35   1555.5  0.290    14.6    4.0
FRB 2417   313.7  35    228.7  0.310    22.7    0.0
FRB 2418   224.3  35    139.3  0.007    12.9    3.0
FRB 2419   394.0  35    309.0  0.051    11.1    1.0
FRB 2420   292.0  35    207.0  0.195    18.4    0.0
FRB 2421  1304.5  35   1219.5  1.235    16.0    2.0
FRB 2422   540.3  35    455.3  0.560    27.6    2.0
FRB 2423   300.0  35    215.0  0.254    10.2    3.0
FRB 2424   422.6  35    337.6  0.073    16.0    2.0
FRB 2425  1124.8  35   1039.8  1.486    12.3    2.0
FRB 2426   614.3  35    529.3  0.250    19.4    3.0
FRB 2427   703.1  35    618.1  0.548    12.2    3.0
FRB 2428   942.1  35    857.1  0.963    15.8    3.0
FRB 2429   477.5  35    392.5  0.589    24.0    1.0
FRB 2430   581.1  35    496.1  0.394    16.5    2.0
FRB 2431   891.8  35    806.8  0.609    39.2    1.0
FRB 2432  1878.6  35   1793.6  0.892    19.4    2.0
FRB 2433   778.3  35    693.3  0.876    14.2    2.0
FRB 2434   643.7  35    558.7  0.562    47.7    2.0
FRB 2435  1019.6  35    934.6  1.198    14.9    2.0
FRB 2436  1205.4  35   1120.4  0.919    30.0    1.0
FRB 2437   245.7  35    160.7  0.042    26.1    5.0
FRB 2438   550.8  35    465.8  0.103    37.9    1.0
FRB 2439   753.5  35    668.5  0.621    15.0    4.0
FRB 2440   690.4  35    605.4  0.904    11.0    1.0
FRB 2441   545.9  35    460.9  0.178     9.9    4.0
FRB 2442   554.7  35    469.7  0.666    11.9    2.0
FRB 2443   369.4  35    284.4  0.230    17.7    2.0
FRB 2444   343.0  35    258.0  0.263    23.4    4.0
FRB 2445   272.6  35    187.6  0.259    14.9    3.0
FRB 2446   313.6  35    228.6  0.300   107.8    1.0
FRB 2447   269.1  35    184.1  0.253    38.7    2.0
FRB 2448   195.7  35    110.7  0.042    13.6    2.0
FRB 2449  1002.6  35    917.6  1.251    11.3    1.0
FRB 2450   293.1  35    208.1  0.259    17.3    3.0
FRB 2451   601.0  35    516.0  0.715    17.7    1.0
FRB 2452   822.3  35    737.3  0.731    16.7    2.0
FRB 2453   737.1  35    652.1  0.900    23.7    2.0
FRB 2454   324.4  35    239.4  0.255    14.4    0.0
FRB 2455   138.7  35     53.7  0.047    12.8    2.0
FRB 2456  1161.6  35   1076.6  1.064    13.8    1.0
FRB 2457   698.2  35    613.2  0.886    11.5    4.0
FRB 2458  1344.5  35   1259.5  1.706    11.6    0.0
FRB 2459  1299.6  35   1214.6  1.023    11.7    4.0
FRB 2460   556.0  35    471.0  0.312    54.7    4.0
FRB 2461   441.2  35    356.2  0.424    51.4    2.0
FRB 2462  1375.2  35   1290.2  1.603    11.3    1.0
FRB 2463   253.8  35    168.8  0.080    14.6    3.0
FRB 2464   365.1  35    280.1  0.318    10.7    2.0
FRB 2465   422.6  35    337.6  0.280    32.5    2.0
FRB 2466   255.0  35    170.0  0.033    17.3    3.0
FRB 2467   723.9  35    638.9  0.697    14.3    4.0
FRB 2468   295.0  35    210.0  0.184   295.7    3.0
FRB 2469   447.5  35    362.5  0.277    10.5    5.0
FRB 2470   682.1  35    597.1  0.531    21.2    2.0
FRB 2471   135.9  35     50.9  0.019    13.5    2.0
FRB 2472   387.6  35    302.6  0.358    22.2    3.0
FRB 2473   173.5  35     88.5  0.005    32.2    2.0
FRB 2474   958.7  35    873.7  0.444    20.1    5.0
FRB 2475   256.3  35    171.3  0.275    18.3    3.0
FRB 2476   972.8  35    887.8  0.965    12.1    2.0
FRB 2477   399.5  35    314.5  0.283   246.4    1.0
FRB 2478   440.5  35    355.5  0.200    25.8    4.0
FRB 2479   535.6  35    450.6  0.388    53.2    2.0
FRB 2480  1104.8  35   1019.8  1.062    22.2    2.0
FRB 2481   859.1  35    774.1  0.471    12.2    4.0
FRB 2482   938.7  35    853.7  0.434    36.9    3.0
FRB 2483   638.7  35    553.7  0.472    11.8    3.0
FRB 2484   481.6  35    396.6  0.627    69.2    2.0
FRB 2485   528.2  35    443.2  0.261     9.6    5.0
FRB 2486   660.7  35    575.7  0.234    80.4    4.0
FRB 2487   996.7  35    911.7  0.570    21.4    4.0
FRB 2488   833.9  35    748.9  0.861    26.9    2.0
FRB 2489   377.9  35    292.9  0.299    16.0    3.0
FRB 2490   188.0  35    103.0  0.052    78.8    3.0
FRB 2491   345.4  35    260.4  0.272    13.5    4.0
FRB 2492  1534.1  35   1449.1  1.672    10.5    1.0
FRB 2493   627.9  35    542.9  0.761    11.8    3.0
FRB 2494   945.5  35    860.5  0.865    12.2    1.0
FRB 2495   251.3  35    166.3  0.233    21.5    2.0
FRB 2496   347.3  35    262.3  0.052    11.3    4.0
FRB 2497   382.4  35    297.4  0.153    10.0    2.0
FRB 2498   746.3  35    661.3  1.094    10.0    4.0
FRB 2499   683.7  35    598.7  0.127    57.8    1.0
FRB 2500   438.5  35    353.5  0.220   233.8    1.0
FRB 2501  2025.3  35   1940.3  0.964    10.6    3.0
FRB 2502   787.5  35    702.5  0.821    20.0    2.0
FRB 2503   833.4  35    748.4  0.745    15.8    1.0
FRB 2504   168.1  35     83.1  0.022   152.2    2.0
FRB 2505   913.6  35    828.6  0.803    21.4    3.0
FRB 2506   749.6  35    664.6  0.642    10.3    2.0
FRB 2507   958.4  35    873.4  0.704    13.3    3.0
FRB 2508  1066.3  35    981.3  0.511    43.1    1.0
FRB 2509  1119.1  35   1034.1  0.925    17.5    2.0
FRB 2510   400.4  35    315.4  0.521    18.6    3.0
FRB 2511   736.9  35    651.9  0.775    21.6    3.0
FRB 2512   404.4  35    319.4  0.019    42.3    3.0
FRB 2513   341.3  35    256.3  0.030    37.9    3.0
FRB 2514   783.2  35    698.2  0.200    14.0    2.0
FRB 2515   592.4  35    507.4  0.782    41.3    2.0
FRB 2516   502.0  35    417.0  0.047    15.3    3.0
FRB 2517   204.7  35    119.7  0.053    21.5    2.0
FRB 2518   640.9  35    555.9  0.704    12.9    3.0
FRB 2519   428.5  35    343.5  0.300    87.3    2.0
FRB 2520   543.8  35    458.8  0.537    59.8    3.0
FRB 2521   860.1  35    775.1  0.678    10.7    0.0
FRB 2522   468.8  35    383.8  0.447    11.0    0.0
FRB 2523   209.3  35    124.3  0.053    39.0    6.0
FRB 2524  1281.8  35   1196.8  1.145     9.7    2.0
FRB 2525   310.1  35    225.1  0.314   113.1    3.0
FRB 2526   412.9  35    327.9  0.250    34.7    4.0
FRB 2527  1145.6  35   1060.6  0.333    19.4    3.0
FRB 2528   311.7  35    226.7  0.144     9.9    3.0
FRB 2529   415.8  35    330.8  0.370    14.7    2.0
FRB 2530   513.6  35    428.6  0.028    13.8    5.0
FRB 2531   456.0  35    371.0  0.399   238.4    0.0
FRB 2532   287.2  35    202.2  0.220    10.9    2.0
FRB 2533   422.3  35    337.3  0.050    13.7    5.0
FRB 2534   151.9  35     66.9  0.047    16.5    2.0
FRB 2535   844.9  35    759.9  0.592    14.8    4.0
FRB 2536   348.7  35    263.7  0.310    20.5    1.0
FRB 2537  1107.4  35   1022.4  1.169    17.4    0.0
FRB 2538   297.2  35    212.2  0.276    40.2    2.0
FRB 2539   472.6  35    387.6  0.362   133.6    1.0
FRB 2540   245.2  35    160.2  0.186    16.2    2.0
FRB 2541   317.4  35    232.4  0.089    15.2    5.0
FRB 2542   162.7  35     77.7  0.094    28.7    2.0
FRB 2543   966.2  35    881.2  1.208    11.2    1.0
FRB 2544   839.8  35    754.8  0.886    25.1    1.0
FRB 2545   306.9  35    221.9  0.067    10.7    4.0
FRB 2546   380.0  35    295.0  0.216    76.4    2.0
FRB 2547   337.0  35    252.0  0.373    19.4    1.0
FRB 2548   907.6  35    822.6  0.976    23.5    2.0
FRB 2549   287.4  35    202.4  0.233    12.9    0.0
FRB 2550   643.6  35    558.6  0.269    11.6    2.0
FRB 2551   722.5  35    637.5  0.936    34.0    2.0
FRB 2552   674.8  35    589.8  0.449    12.5    3.0
FRB 2553   165.6  35     80.6  0.117    18.2    1.0
FRB 2554  1239.5  35   1154.5  1.285    11.2    2.0
FRB 2555   333.6  35    248.6  0.014    27.1    3.0
FRB 2556   519.6  35    434.6  0.168    10.1    4.0
FRB 2557   616.3  35    531.3  0.704    40.6    2.0
FRB 2558   124.4  35     39.4  0.015    10.9    2.0
FRB 2559   676.5  35    591.5  0.201    54.8    3.0
FRB 2560   373.8  35    288.8  0.286    11.1    4.0
FRB 2561  1137.2  35   1052.2  1.254    20.3    2.0
FRB 2562   599.8  35    514.8  0.170    13.9    2.0
FRB 2563   693.2  35    608.2  0.692    10.2    0.0
FRB 2564   730.1  35    645.1  0.404    10.8    3.0
FRB 2565   936.6  35    851.6  0.586    17.1    2.0
FRB 2566   436.7  35    351.7  0.441    14.6    4.0
FRB 2567   847.6  35    762.6  1.090    12.5    0.0
FRB 2568   687.1  35    602.1  0.511    30.1    2.0
FRB 2569   527.9  35    442.9  0.076    13.5    2.0
FRB 2570  1019.1  35    934.1  0.741    41.3    2.0
FRB 2571   966.5  35    881.5  0.964    16.0    2.0
FRB 2572   531.9  35    446.9  0.276    12.1    4.0
FRB 2573   540.1  35    455.1  0.346    21.8    1.0
FRB 2574   408.0  35    323.0  0.459    14.3    3.0
FRB 2575  1034.8  35    949.8  1.183    10.8    2.0
FRB 2576  1796.4  35   1711.4  1.151    11.1    1.0
FRB 2577   633.2  35    548.2  0.939    10.6    2.0
FRB 2578   960.7  35    875.7  1.037    14.0    3.0
FRB 2579   531.0  35    446.0  0.205    60.8    2.0
FRB 2580   140.4  35     55.4  0.084    32.9    3.0
FRB 2581   803.5  35    718.5  1.039    20.7    1.0
FRB 2582   907.9  35    822.9  0.907     9.7    1.0
FRB 2583   982.7  35    897.7  0.667    29.4    0.0
FRB 2584   304.7  35    219.7  0.228    26.6    2.0
FRB 2585  1239.6  35   1154.6  1.341     9.6    1.0
FRB 2586   522.6  35    437.6  0.577    15.3    3.0
FRB 2587   334.5  35    249.5  0.157    12.5    1.0
FRB 2588   931.0  35    846.0  0.672    18.1    1.0
FRB 2589  1269.3  35   1184.3  0.820    11.8    3.0
FRB 2590   532.3  35    447.3  0.369    11.0    2.0
FRB 2591   174.7  35     89.7  0.011    13.8    4.0
FRB 2592   300.1  35    215.1  0.250    22.2    2.0
FRB 2593   688.0  35    603.0  0.700    14.0    2.0
FRB 2594   738.4  35    653.4  0.723    10.1    1.0
FRB 2595   483.9  35    398.9  0.199    28.9    2.0
FRB 2596   536.8  35    451.8  0.253    10.6    2.0
FRB 2597   142.1  35     57.1  0.006    22.3    4.0
FRB 2598   773.1  35    688.1  0.981    16.9    2.0
FRB 2599   270.6  35    185.6  0.233    57.4    3.0
FRB 2600   590.8  35    505.8  0.641    22.2    1.0
FRB 2601   817.7  35    732.7  0.210    93.4    2.0
FRB 2602   611.0  35    526.0  0.818    14.5    2.0
FRB 2603  1183.7  35   1098.7  1.180    10.4    3.0
FRB 2604   157.6  35     72.6  0.047    15.2    4.0
FRB 2605   459.1  35    374.1  0.270    18.1    2.0
FRB 2606   352.7  35    267.7  0.171    75.0    4.0
FRB 2607   988.2  35    903.2  0.749    17.1    2.0
FRB 2608   299.2  35    214.2  0.228   119.4    2.0
FRB 2609   602.8  35    517.8  0.588    35.9    2.0
FRB 2610   544.3  35    459.3  0.406    11.2    2.0
FRB 2611   432.4  35    347.4  0.336    10.4    3.0
FRB 2612  1211.0  35   1126.0  0.787    26.3    3.0
FRB 2613   315.0  35    230.0  0.010    13.7    2.0
FRB 2614   345.3  35    260.3  0.372    13.1    1.0
FRB 2615   445.2  35    360.2  0.224    73.7    2.0
FRB 2616   249.9  35    164.9  0.113    27.1    1.0
FRB 2617   649.7  35    564.7  0.362     9.6    2.0
FRB 2618   435.4  35    350.4  0.346    10.1    3.0
FRB 2619   860.7  35    775.7  0.978    13.3    1.0
FRB 2620   823.6  35    738.6  0.831    10.0    3.0
FRB 2621   492.7  35    407.7  0.278    44.9    2.0
FRB 2622   298.9  35    213.9  0.193   131.8    2.0
FRB 2623   705.0  35    620.0  0.817    10.3    2.0
FRB 2624   445.0  35    360.0  0.142    29.3    4.0
FRB 2625   288.5  35    203.5  0.135    14.5    4.0
FRB 2626   398.8  35    313.8  0.365    70.2    3.0
FRB 2627   661.7  35    576.7  0.105    19.1    3.0
FRB 2628   896.1  35    811.1  0.844    12.5    1.0
FRB 2629  1500.1  35   1415.1  1.275    16.9    1.0
FRB 2630   743.6  35    658.6  0.491    58.7    2.0
FRB 2631   331.4  35    246.4  0.372    14.3    2.0
FRB 2632   295.1  35    210.1  0.232    15.2    3.0
FRB 2633   674.7  35    589.7  0.323    22.8    3.0
FRB 2634   173.4  35     88.4  0.001    13.6    2.0
FRB 2635   411.6  35    326.6  0.282    18.6    3.0
FRB 2636   638.4  35    553.4  0.716    35.1    3.0
FRB 2637   755.1  35    670.1  1.014    10.4    2.0
FRB 2638   272.2  35    187.2  0.189    11.4    3.0
FRB 2639  1185.5  35   1100.5  0.835    12.6    2.0
FRB 2640   872.7  35    787.7  1.032    17.6    2.0
FRB 2641   542.3  35    457.3  0.245    11.4    0.0
FRB 2642  1334.2  35   1249.2  1.030    10.9    2.0
FRB 2643   924.8  35    839.8  0.431    30.4    3.0
FRB 2644   128.3  35     43.3  0.040    17.1    3.0
FRB 2645   355.7  35    270.7  0.164    17.5    2.0
FRB 2646   485.0  35    400.0  0.563    17.3    0.0
FRB 2647  1075.8  35    990.8  1.342    17.1    1.0
FRB 2648   642.8  35    557.8  0.732    26.8    2.0
FRB 2649   148.5  35     63.5  0.043    50.2    1.0
FRB 2650   173.3  35     88.3  0.131    12.2    2.0
FRB 2651   716.3  35    631.3  0.096    23.7    2.0
FRB 2652   667.4  35    582.4  0.642     9.7    2.0
FRB 2653   351.4  35    266.4  0.236    15.4    5.0
FRB 2654   613.2  35    528.2  0.730    12.9    1.0
FRB 2655   317.0  35    232.0  0.083    61.1    3.0
FRB 2656   388.1  35    303.1  0.429    13.9    3.0
FRB 2657   381.0  35    296.0  0.240    26.8    3.0
FRB 2658  1367.5  35   1282.5  1.411     9.9    3.0
FRB 2659   329.2  35    244.2  0.272    15.4    3.0
FRB 2660   377.0  35    292.0  0.401    25.9    3.0
FRB 2661   515.4  35    430.4  0.290     9.6    2.0
FRB 2662   429.2  35    344.2  0.204    23.4    3.0
FRB 2663   509.4  35    424.4  0.726    18.9    2.0
FRB 2664  1042.2  35    957.2  0.837    15.1    3.0
FRB 2665  1568.3  35   1483.3  0.817    16.6    3.0
FRB 2666   495.8  35    410.8  0.441    11.1    2.0
FRB 2667  1621.3  35   1536.3  1.176    10.6    0.0
FRB 2668   855.0  35    770.0  0.677    26.6    1.0
FRB 2669   316.3  35    231.3  0.099    13.5    0.0
FRB 2670   253.9  35    168.9  0.191    24.8    4.0
FRB 2671   393.2  35    308.2  0.240    16.2    1.0
FRB 2672   447.0  35    362.0  0.078    10.4    1.0
FRB 2673   648.9  35    563.9  0.344    11.9    3.0
FRB 2674   200.9  35    115.9  0.083    54.9    2.0
FRB 2675   455.7  35    370.7  0.355    53.6    3.0
FRB 2676   572.7  35    487.7  0.256    10.8    4.0
FRB 2677  1138.2  35   1053.2  1.128    20.5    2.0
FRB 2678   762.6  35    677.6  0.842     9.9    2.0
FRB 2679   453.4  35    368.4  0.278    22.3    2.0
FRB 2680   579.2  35    494.2  0.573    11.0    5.0
FRB 2681   181.6  35     96.6  0.080    13.5    4.0
FRB 2682   728.3  35    643.3  0.849    10.7    2.0
FRB 2683  1422.4  35   1337.4  0.441    25.1    1.0
FRB 2684   326.7  35    241.7  0.027    14.5    3.0
FRB 2685   317.4  35    232.4  0.324     9.7    2.0
FRB 2686   130.9  35     45.9  0.062    27.9    1.0
FRB 2687   315.0  35    230.0  0.261    15.1    3.0
FRB 2688   205.2  35    120.2  0.134    94.9    2.0
FRB 2689   682.3  35    597.3  0.720    24.7    3.0
FRB 2690   817.5  35    732.5  0.855    32.1    1.0
FRB 2691   117.4  35     32.4  0.015    15.0    2.0
FRB 2692   675.6  35    590.6  0.687    11.0    3.0
FRB 2693  1145.4  35   1060.4  0.763     9.9    1.0
FRB 2694   331.9  35    246.9  0.379    34.3    2.0
FRB 2695  1083.7  35    998.7  1.333    14.1    1.0
FRB 2696  1202.6  35   1117.6  0.590    27.7    1.0
FRB 2697   179.5  35     94.5  0.111     9.6    3.0
FRB 2698   577.6  35    492.6  0.684     9.8    2.0
FRB 2699   612.7  35    527.7  0.610    92.8    0.0
FRB 2700   212.9  35    127.9  0.185    17.2    3.0
FRB 2701   803.8  35    718.8  0.728    35.3    1.0
FRB 2702   522.1  35    437.1  0.591    12.4    2.0
FRB 2703   870.0  35    785.0  0.872    10.2    3.0
FRB 2704   633.6  35    548.6  0.217    58.2    2.0
FRB 2705   964.5  35    879.5  0.116    41.2    2.0
FRB 2706   760.4  35    675.4  0.328    68.9    2.0
FRB 2707  1020.0  35    935.0  0.621    21.3    3.0
FRB 2708   992.9  35    907.9  0.526    11.3    4.0
FRB 2709  1155.3  35   1070.3  1.125    16.4    1.0
FRB 2710   834.6  35    749.6  0.079    11.5    2.0
FRB 2711   362.8  35    277.8  0.042    19.6    2.0
FRB 2712   768.2  35    683.2  0.352    84.6    2.0
FRB 2713   495.0  35    410.0  0.294    18.2    3.0
FRB 2714   733.5  35    648.5  0.654    60.7    2.0
FRB 2715   915.4  35    830.4  0.894    11.1    4.0
FRB 2716   769.7  35    684.7  0.044    43.3    4.0
FRB 2717   583.2  35    498.2  0.700    17.1    3.0
FRB 2718   748.1  35    663.1  0.796    21.2    1.0
FRB 2719   523.8  35    438.8  0.215    22.2    3.0
FRB 2720   506.0  35    421.0  0.257    13.4    2.0
FRB 2721   537.9  35    452.9  0.526     9.7    2.0
FRB 2722   685.3  35    600.3  0.516    20.1    1.0
FRB 2723   598.4  35    513.4  0.082    10.7    3.0
FRB 2724   969.6  35    884.6  1.180     9.8    2.0
FRB 2725   242.7  35    157.7  0.053    89.4    3.0
FRB 2726   994.2  35    909.2  0.803    13.8    1.0
FRB 2727   600.3  35    515.3  0.026    21.8    2.0
FRB 2728  1590.7  35   1505.7  1.431     9.7    1.0
FRB 2729  1322.7  35   1237.7  0.931    23.5    2.0
FRB 2730   255.2  35    170.2  0.123    40.1    1.0
FRB 2731   731.9  35    646.9  0.802    10.1    4.0
FRB 2732  1110.3  35   1025.3  0.872    19.9    3.0
FRB 2733   684.2  35    599.2  0.484    22.3    1.0
FRB 2734  1454.6  35   1369.6  1.249    13.3    3.0
FRB 2735   240.5  35    155.5  0.044    13.7    2.0
FRB 2736   332.6  35    247.6  0.388    16.8    3.0
FRB 2737   647.5  35    562.5  0.534    11.0    4.0
FRB 2738   305.6  35    220.6  0.207   140.0    3.0
FRB 2739   757.1  35    672.1  0.585    11.1    1.0
FRB 2740   689.0  35    604.0  0.825    13.6    3.0
FRB 2741  1113.3  35   1028.3  0.858    10.4    3.0
FRB 2742   405.2  35    320.2  0.215   266.6    1.0
FRB 2743   417.0  35    332.0  0.162    27.5    3.0
FRB 2744   816.0  35    731.0  0.690    69.8    0.0
FRB 2745   798.8  35    713.8  1.162    18.0    3.0
FRB 2746   488.4  35    403.4  0.580    94.7    2.0
FRB 2747   772.4  35    687.4  0.759    31.9    3.0
